0.54, 0.74, 0.67, 0.9, 0.89, 0.93, 0.97, 0.95, 0.96, 1.0
0.005167438825683712, 0.2342203067858722, 0.09437594530601716, 0.5407876622245223, 0.5006054444404481, 0.6597616403909593, 0.8079616563510358, 0.7610310742773314, 0.7577078109175857, 1.0
0.54, 0.53, 0.54, 0.86, 0.51, 0.5, 0.97, 0.99, 0.99, 0.99
0.005167438825683712, 0.01699369098752252, 0.025785685985836256, 0.4218179767567127, 0.0018376035527576937, -1.703561447961637e-15, 0.834764365056202, 0.9291252335282502, 0.9291252335282502, 0.9291252335282502
0.54, 0.75, 0.68, 0.88, 0.83, 0.98, 0.98, 0.94, 1.0, 0.99
0.005167438825683712, 0.22152216467438596, 0.10450001036545487, 0.48837579345308346, 0.35633341532282886, 0.8585594574581795, 0.8782065167524878, 0.6770007457013124, 1.0, 0.9291252335282502
0.54, 0.53, 0.54, 0.53, 0.51, 0.5, 0.98, 0.93, 0.97, 0.99
0.005167438825683712, 0.01699369098752252, 0.025785685985836256, 0.02725740360771313, 0.0018376035527576937, -1.703561447961637e-15, 0.8782065167524878, 0.6425931008953136, 0.8079616563510358, 0.9291252335282502
0.54, 0.76, 0.67, 0.87, 0.87, 0.95, 0.98, 0.97, 0.96, 0.98
0.005167438825683712, 0.23602838546012295, 0.09437594530601716, 0.46443428658007485, 0.46443428658007485, 0.7610310742773314, 0.8585594574581797, 0.8079616563510358, 0.7648444253216621, 0.8782065167524878
0.54, 0.53, 0.52, 0.53, 0.51, 0.5, 0.97, 0.96, 0.99, 0.99
0.005167438825683712, 0.01699369098752252, 0.002701569520603218, 0.02725740360771313, 0.0018376035527576937, -1.703561447961637e-15, 0.834764365056202, 0.7648444253216622, 0.9291252335282502, 0.9291252335282502
0.54, 0.76, 0.67, 0.92, 0.86, 0.95, 0.99, 0.94, 0.99, 0.98
0.005167438825683712, 0.23602838546012295, 0.09437594530601716, 0.6009722802348799, 0.4297772570249201, 0.7265362562238558, 0.9291252335282502, 0.6725550808455241, 0.9291252335282502, 0.8782065167524878
0.54, 0.53, 0.54, 0.85, 0.51, 0.5, 0.95, 0.95, 0.97, 0.96
0.005167438825683712, 0.01699369098752252, 0.025785685985836256, 0.40754250193213726, 0.0018376035527576937, -1.703561447961637e-15, 0.7265362562238556, 0.7265362562238558, 0.8079616563510358, 0.7961306574674939
0.54, 0.75, 0.68, 0.87, 0.88, 0.96, 0.97, 0.97, 0.99, 0.98
0.005167438825683712, 0.23325213759454094, 0.10450001036545487, 0.4463292651630869, 0.4782404549503704, 0.7648444253216621, 0.8079616563510358, 0.834764365056202, 0.9291252335282502, 0.8585594574581795
0.54, 0.53, 0.54, 0.53, 0.51, 0.5, 0.96, 0.97, 0.99, 0.97
0.005167438825683712, 0.01699369098752252, 0.025785685985836256, 0.02725740360771313, 0.0018376035527576937, -1.703561447961637e-15, 0.7648444253216622, 0.834764365056202, 0.9291252335282502, 0.8079616563510358



SBM parameters: N=[100], k=[2], c=[2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0, 15.0, 20.0], lambda=[0.9]
RWLength=60, WindowSize=8, Dim=50, Reps=10, RandTests=5
